sl,PubChem_CID,drugbank_id,name,inchikey,inchi,description,smiles,logP,DIRIL_Rank,2023 ATC Search Name,2023 DDD,2023 Unit
249,216326,DB00480,Lenalidomide,GOTYRUGSSMKFNF-UHFFFAOYSA-N,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)","Lenalidomide (previously referred to as CC-5013) is an immunomodulatory drug with potent antineoplastic, anti-angiogenic, and anti-inflammatory properties.[A228553] It is a 4-amino-glutamyl analogue of [thalidomide] [A228543] and like thalidomide, lenalidomide exists as a racemic mixture of the active S(-) and R(+) forms.[A228708] However, lenalidomide is much safer and potent than thalidomide, with fewer adverse effects and toxicities.[A714, A228543] Thalidomide and its analogues, including lenalidomide, are referred to as immunomodulatory imide drugs (also known as cereblon modulators), which are a class of immunomodulatory drugs that contain an imide group. Lenalidomide works through various mechanisms of actions that promote malignant cell death and enhance host immunity.[A228708] Available as oral capsules, lenalidomide is approved by the FDA and EU for the treatment of multiple myeloma, myelodysplastic syndromes, mantle cell lymphoma, follicular lymphoma, and marginal zone lymphoma in selected patients.[L16028] Due to severe teratogenicity, pregnancy must be excluded before the start of treatment and patients must enroll in the lenalidomide Risk Evaluation and Mitigation Strategy (REMS) program to ensure contraception adherence.[A228708]",NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,-0.4,Nephrotoxic,Lenalidomide,10,mg
250,2585,DB01136,Carvedilol,OGHNVEJMJSYVRP-UHFFFAOYSA-N,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3","Carvedilol is a racemic mixture where the S(-) enantiomer is a beta adrenoceptor blocker and the R(+) enantiomer is both a beta and alpha-1 adrenoceptor blocker.[L7889,L7892] It is currently used to treat heart failure, left ventricular dysfunction, and hypertension.[L7889,L7892] The dual action of carvedilol is advantageous in combination therapies as moderate doses of 2 drugs have a decreased incidence of adverse effects compared to high dose monotherapy in the treatment of moderate hypertension.[A182306]

Carvedilol was granted FDA approval on 14 September 1995.[L7889]",COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,3.8,Nephrotoxic,Carvedilol,37.5,mg
251,5732,DB00425,Zolpidem,ZAFYATHCZYHLPB-UHFFFAOYSA-N,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3","Zolpidem, also known as _Ambien_, is a hypnotic drug that was initially approved by the FDA in 1992 [FDA label].  Zolpidem improves sleep in patients with insomnia. It is aimed for use in patients with difficulties initiating sleep. This drug decreases the time to fall asleep (sleep latency), increases the duration of sleep, and decreases the number of awakenings during sleep in patients with temporary (transient) insomnia.  It is available in both immediate acting and extended release forms [FDA label], [F3802]. 

Its tolerability profile is favorable when administered according to the manufacturer’s instructions, with a low risk of drug withdrawal, drug dependence, and drug tolerance [A175426]. In addition, zolpidem improves sleep quality in patients suffering from chronic insomnia and can show mild muscle relaxant properties [L5584]. Research also shows that zolpidem is rapid and effective in restoring brain function for patients in a vegetative state following brain injury. This drug has the propensity to completely or partially reverse the abnormal metabolism of damaged brain cells after injury [L5584], [A175444].",CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,3.02,Nephrotoxic,Zolpidem,10,mg
252,3446,DB00996,Gabapentin,UGJMXCAKCUNAIE-UHFFFAOYSA-N,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)","Gabapentin is a structural analogue of the inhibitory neurotransmitter gamma-aminobutyric acid ([GABA]) that was first approved for use in the United States in 1993.[L8717] It was originally developed as a novel anti-epileptic for the treatment of certain types of seizures[A186277,A186143] - today it is also widely used to treat neuropathic pain.[A14097,A186179] Gabapentin has some stark advantages as compared with other anti-epileptics, such as a relatively benign adverse effect profile, wide therapeutic index, and lack of appreciable metabolism making it unlikely to participate in pharmacokinetic drug interactions.[A186143,A185981,L8717]. It is structurally and functionally related to another GABA derivative, [pregabalin].",NCC1(CC(O)=O)CCCCC1,1.25,Nephrotoxic,Gabapentin,1.8,g
253,3519,DB01018,Guanfacine,INJOMKTZOLKMBF-UHFFFAOYSA-N,"InChI=1S/C9H9Cl2N3O/c10-6-2-1-3-7(11)5(6)4-8(15)14-9(12)13/h1-3H,4H2,(H4,12,13,14,15)","Guanfacine, or BS 100-141,[A189838,A189841] is a selective alpha-A2 adrenergic receptor agonist initially indicated for the treatment of hypertension[L11274] but is now indicated as an extended release tablet for the treatment of ADHD.[L11277] Guanfacine was first described in the literature in 1974.[A189841]

Guanfacine was granted FDA approval on 27 October 1986.[L11274]",NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,0.857,Nephrotoxic,Guanfacine,3,mg
254,5665,DB01080,Vigabatrin,PJDFLNIOAUIZSL-UHFFFAOYSA-N,"InChI=1S/C6H11NO2/c1-2-5(7)3-4-6(8)9/h2,5H,1,3-4,7H2,(H,8,9)","Vigabatrin is an analog of gamma-aminobutyric acid ([GABA]), the main inhibitory neurotransmitter in the central nervous system, used in the treatment of refractory seizures and infantile spasms.[L13616] It irreversibly inhibits the enzyme responsible for GABA metabolism, thereby increasing levels of circulating GABA. Although administered as a racemic mixture, only the S(+) enantiomer is pharmacologically active.[A202037]

It was first introduced as an antiepileptic agent in the United Kingdom in 1989 and was used extensively until 1997, when an association with vision loss became apparent.[A202124] Its use is now generally reserved for patients who have failed alternative therapies, and its US approval by the FDA in 2009 mandated the creation of a drug registry to monitor patients for visual deficits.[L13661,A202124]",NC(CCC(O)=O)C=C,-1.96,Non-Nephrotoxic,Vigabatrin,2,g
255,4054,DB01043,Memantine,BUGYDGFZZOZRHP-UHFFFAOYSA-N,"InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3","Initially approved by the FDA in 2013, memantine is an N-methyl-D-aspartate (NMDA) receptor antagonist used in the management of Alzheimer's Disease (AD).  It is different from many other Alzheimer's Disease medications, as it works by a different mechanism than the cholinesterase enzyme inhibitors normally employed in the management of Alzheimer's disease [A1639].  Memantine blocks the effects of glutamate, a neurotransmitter in the brain that leads to neuronal excitability and excessive stimulation in Alzheimer's Disease [T556].

In 2010, it was estimated that 36 million people worldwide live with Alzheimer's Disease. In 2013, this number increased to 44 million.  Almost doubling every 20 years, the prevalence of Alzheimer's Disease is predicted to reach 66 million by 2030 and to 115 million by 2050 [F4366]. In December 2013, the G8 dementia summit concluded that dementia should be considered a global priority with the objective of developing a cure or a disease-modifying therapy by the year 2025 [L5953, F4366].",CC12CC3CC(C)(C1)CC(N)(C3)C2,3.28,Nephrotoxic,Memantine,20,mg
256,5095,DB00268,Ropinirole,UHSKFQJFRQCDBE-UHFFFAOYSA-N,"InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)","Ropinirole, also known as _ReQuip_, is a non-ergoline dopamine agonist used in Parkinson's disease and restless legs syndrome [FDA label], [A174547]. It is manufactured by GlaxoSmithKline Pharmaceuticals.   Ropinirole was initially approved in 1997 by the FDA [FDA label] for the management of Parkinson's disease. In 2005, it was the first drug approved in the US for the management of primary moderate to severe restless legs syndrome [A174547].

 In 2008, the extended-release capsules of ropinirole were approved, allowing for less frequent dosing, therefore increased compliance, and offering a similar side effect profile and efficacy to previous formulations of ropinirole [A35711].",CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,3.06,Nephrotoxic,Ropinirole,6,mg
257,3339,DB01039,Fenofibrate,YMTINGFKWWXKFG-UHFFFAOYSA-N,"InChI=1S/C20H21ClO4/c1-13(2)24-19(23)20(3,4)25-17-11-7-15(8-12-17)18(22)14-5-9-16(21)10-6-14/h5-13H,1-4H3","Fenofibrate is a fibric acid derivative like [clofibrate] and [gemfibrozil].[A185954] Fenofibrate is used to treat primary hypercholesterolemia, mixed dyslipidemia, severe hypertriglyceridemia.[L8588,L8591]

Fenofibrate was granted FDA approval on 31 December 1993.[L8585]",CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,5.2,Nephrotoxic,Fenofibrate,0.2,g
258,54675783,DB01017,Minocycline,DYKFCLLONBREIL-KVUCHLLUSA-N,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27,29-30,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1","Minocycline was first described in the literacture in 1966.[A190681] It is a second generation tetracycline antibiotic that is active against gram-negative and gram-positive bacteria.[A190723] Like other semisynthetic tetracyclines, minocycline has modifications to carbons 7-9 on the D ring to generate higher efficacy than previous tetracyclines.[A190723]

Minocycline was granted FDA approval on 30 June 1971.[L11695]",[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,0.05,Nephrotoxic,Minocycline,1,mg
259,68617,DB01104,Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,"InChI=1S/C17H17Cl2N/c1-20-17-9-7-12(13-4-2-3-5-14(13)17)11-6-8-15(18)16(19)10-11/h2-6,8,10,12,17,20H,7,9H2,1H3/t12-,17-/m0/s1","Sertraline is a popular antidepressant medication commonly known as a selective serotonin reuptake inhibitor (SSRI), and is similar to drugs such as [Citalopram] and [Fluoxetine]. Despite marked structural differences between compounds in this drug class, SSRIs exert similar pharmacological effects.

Several weeks of therapy with sertraline may be required before beneficial effects are noticed. Sertraline displays enhanced safety or tolerability than other classes of antidepressants, which frequently cause high levels of drowsiness, dizziness, blurred vision, and other undesirable effects.[A1846,A187075,T28]",CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,5.51,Nephrotoxic,Sertraline,50,mg
260,3826,DB00465,Ketorolac,OZWKMVRBQXNZKK-UHFFFAOYSA-N,"InChI=1S/C15H13NO3/c17-14(10-4-2-1-3-5-10)13-7-6-12-11(15(18)19)8-9-16(12)13/h1-7,11H,8-9H2,(H,18,19)","Ketorolac is a Non-steroidal anti-inflammatory drug (NSAID) and is commercially available as an oral tablet, injectable, nasal spray and as an ophthalmic solution.[L6358][L6508][L11055][L3674][L11070] 

It's analgesic properties make it a useful pain management tool across many settings including postoperative pain, rheumatoid arthritis, osteoarthritis, menstrual disorders, headaches, spinal and soft tissue pain, and ankylosing spondylitis.[L6520] Impressively, ketorolac has a similar efficacy to standard doses of morphine and meperidine making it a useful opioid sparing agent.[L6511]",OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,2.1,Nephrotoxic,Ketorolac,30,mg
261,2153,DB00277,Theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)","A methylxanthine derivative from tea with diuretic, smooth muscle relaxant, bronchial dilation, cardiac and central nervous system stimulant activities. Mechanistically, theophylline acts as a phosphodiesterase inhibitor, adenosine receptor blocker, and histone deacetylase activator. Theophylline is marketed under several brand names such as Uniphyl and Theochron, and it is indicated mainly for asthma, bronchospasm, and COPD.",CN1C2=C(NC=N2)C(=O)N(C)C1=O,-0.02,Non-Nephrotoxic,Theophylline,0.4,g
262,33741,DB00193,Tramadol,TVYLLZQTGLZFBW-UHFFFAOYSA-N,"InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3","Tramadol is a centrally acting synthetic opioid analgesic and SNRI (serotonin/norepinephrine reuptake-inhibitor) that is structurally related to [codeine] and [morphine]. Due to its good tolerability profile and multimodal mechanism of action, tramadol is generally considered a lower-risk opioid option for the treatment of moderate to severe pain. It is considered a Step 2 option on the World Health Organization's pain ladder and has about 1/10th of the potency of [morphine]. 

Tramadol differs from other traditional opioid medications in that it doesn't just act as a μ-opioid agonist, but also affects monoamines by modulating the effects of neurotransmitters involved in the modulation of pain such as serotonin and norepinpehrine which activate descending pain inhibitory pathways.[A182279] Tramadol's effects on serotonin and norepinephrine mimic the effects of other SNRI antidepressants such as [duloxetine] and [venlafaxine].

Tramadol exists as a racemic mixture consisting of two pharmacologically active enantiomers that both contribute to its analgesic property through different mechanisms and are also themselves metabolized into active metabolites: (+)-tramadol and its primary metabolite (+)-O-desmethyl-tramadol (M1) are agonists of the μ opioid receptor while (+)-tramadol inhibits serotonin reuptake and (-)-tramadol inhibits norepinephrine reuptake. These pathways are complementary and synergistic, improving tramadol's ability to modulate the perception of and response to pain.[A4269,A183842] 

Tramadol has also been shown to affect a number of other pain modulators within the central nervous system as well as non-neuronal inflammatory markers and immune mediators.[A183728,A183734,A183761,A17159,A182300] Due to the broad spectrum of targets involved in pain and inflammation, it's not surprising that the evidence has shown that tramadol is effective for a number of pain types including neuropathic pain, post-operative pain, lower back pain, as well as pain associated with labour, osteoarthritis, fibromyalgia, and cancer. Due to its SNRI activity, tramadol also has anxiolytic, antidepressant, and anti-shivering effects which are all frequently found as comorbidities with pain.[A182300]

Similar to other opioid medications, tramadol poses a risk for development of tolerance, dependence and abuse. If used in higher doses, or with other opioids, there is a dose-related risk of overdose, respiratory depression, and death.[A183830,F4679] However, unlike other opioid medications, tramadol use also carries a risk of seizure and serotonin syndrome, particularly if used with other serotonergic medications.[A183836,A179926]",COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,1.34,Non-Nephrotoxic,Tramadol,0.3,g
263,159269,DB01265,Telbivudine,IQFYYKKMVGJFEH-CSMHCCOUSA-N,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1","Telbivudine is a synthetic thymidine nucleoside analog with specific activity against the hepatitis B virus. Telbivudine is orally administered, with good tolerance, lack of toxicity and no dose-limiting side effects.",CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,-1.4,Non-Nephrotoxic,Telbivudine,0.6,g
264,2678,DB00341,Cetirizine,ZKLPARSLTMPFCP-UHFFFAOYSA-N,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)","Cetirizine, also commonly known as _Zyrtec_, is an orally active second-generation histamine H1 antagonist proven effective in the treatment of various allergic symptoms, such as sneezing, coughing, nasal congestion, hives, and other symptoms [A175051], [A175054]. 

One of the most common uses for this drug is for a condition called _allergic rhinitis_. The prevalence of allergic rhinitis in the United States is about 15% according to physician diagnoses, and up to 30%, according to self-reported nasal symptoms. Allergic rhinitis is associated with multiple missed or unproductive days at work and school, problems with sleep, and other difficulties with day to day activities for many individuals [A175057]. Furthermore, some antihistamine agents that are used to treat this condition cause undesirable, sedating effects [A175060]. 

Cetirizine is one of the first second-generation H1 antihistamines (SGAHs) formulated to selectively inhibit the H1 receptor without sedating effects [A175054].",OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.8,Non-Nephrotoxic,Cetirizine,10,mg
265,37542,DB00811,Ribavirin,IWUCXVSUMQZMFG-AFCXAGJDSA-N,"InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1","Producing a broad-spectrum activity against several RNA and DNA viruses, Ribavirin is a synthetic guanosine nucleoside and antiviral agent that interferes with the synthesis of viral mRNA. It is primarily indicated for use in treating hepatitis C and viral hemorrhagic fevers. HCV is a single-stranded RNA virus that is categorized into nine distinct genotypes, with genotype 1 being the most common in the United States, and affecting 72% of all chronic HCV patients [L852]. It is reported that ribavirin might be only effective in early stages of viral hemorrhagic fevers including Lasser fever, Crimean-Congo hemorrhagic fever, Venezuelan hemorrhagic fever, and Hantavirus infection. Ribavirin is a prodrug that is metabolized into nucleoside analogs that blocks viral RNA synthesis and viral mRNA capping. Before the development of newer drugs, ribavirin and [DB00008]/[DB00022] dual therapy was considered the first-generation and standard antiviral treatment [A19626]. The dual therapy was administered for 48 weeks in patients with genotype 1, 4, 5, and 6, and 24 weeks in patients with genotype 2 and 3 [A19626]. Newer drugs developed as Hepatitis C viral infection treatments can be used to reduce or eliminate the use of ribavirin, which are associated with serious adverse effects. They also improve therapeutic efficacy in patients with failed [DB00008]/[DB00022] and ribavirin-based therapy. The potential use of ribavirin as a treatment for acute myeloid leukemia is currently under investigation.

According to 2017 American Association for the Study of Liver Diseases (AASLD) and 2015 consensus guidelines from the Canadian Association for the Study of the Liver (CASL), ribavirin is typically used as an adjunct therapy to various first-line and second-line combination therapies recommended for each genotypes. Ribavirin is added to decrease relapse rates by accelerating viral clearance early in the treatment course [A19645]. When used to treat Hepatitis C virus (HCV) infections, it is always used as a part of combination therapies as ribavirin monotherapy is not efficacious in the treatment of chronic hepatitis C infection [A19644]. Additionally, including ribavirin in the regimen can increase the risk of anemia. 

In HCV genotye 1/2/3/4/5/6 patients, ribavirin can be used in combination therapy involving [DB09102] and [DB08934], Eplusa ([DB08934], [DB11613]), Harvoni ([DB08934], [DB09027]), [DB06290] and [DB08934], Viekira Pak ([DB09296], [DB09297], [DB00503], [DB09183]), Technivie ([DB00503], [DB09296], [DB09297]) and Zepatier ([DB11574], [DB11575]). Addition of weight-based ribavirin to Technivie therapy increased sustained virologic response after 12 weeks of daily therapy (SVR12) from 90% to 97% in patients with HCV genotype 1a and 90.9% to 100% in HCV genotype 4 patients [L852]. Zepatier therapy along with ribavirin improved SVR in HCV genotype 5 patients. Combination therapy of ribavirin and [DB00008] results in the SVR of 44% in patients with genotype 1 infection and 70% in patients with genotype 2-6. The inclusion of ribavirin in the combination therapies depend on individual patient's profile, for example if HCV genotype 3 patient has a Y93H genetic variant and compensated cirrhosis.",NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.85,Non-Nephrotoxic,Ribavirin,1,g
266,4409,DB00461,Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,"InChI=1S/C15H16O2/c1-11(16)3-4-12-5-6-14-10-15(17-2)8-7-13(14)9-12/h5-10H,3-4H2,1-2H3","Nabumetone was originally developed as a non-acidic non-steroidal anti-inflammatory drug (NSAID).[label] It was thought to avoid trapping of the drug in the stomach by making it unable to dissociate into ions which was believed to reduce GI toxicity by limiting local action.[A179077] While slightly reduced, possibly due to a degree of cyclooxygenase-2 selectivity (COX-2), nabumetone still produces significant adverse effects in the GI tract.[label,A178903] The molecule itself is a pro-drug with its 6-methoxy-2-naphthylacetic acid (6-MNA) metabolite acting as a potent COX inhibitor similar in structure to [naproxen]. Nabumetone was developed by Smithkline Beecham under the trade name Relafen and first received FDA approval in December, 1991.[L6568]",COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,2400,Nephrotoxic,Nabumetone,1,g
267,176870,DB00530,Erlotinib,AAKJLRGGTJKAMG-UHFFFAOYSA-N,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","Erlotinib is an inhibitor of the epidermal growth factor receptor (EGFR) tyrosine kinase that is used in the treatment of non-small cell lung cancer, pancreatic cancer and several other types of cancer. It is typically marketed under the trade name Tarceva. Erlotinib binds to the epidermal growth factor receptor (EGFR) tyrosine kinase in a reversible fashion at the adenosine triphosphate (ATP) binding site of the receptor. Recent studies demonstrate that erlotinib is also a potent inhibitor of JAK2V617F, which is a mutant form of tyrosine kinase JAK2 found in most patients with polycythemia vera (PV) and a substantial proportion of patients with idiopathic myelofibrosis or essential thrombocythemia. This finding introduces the potential use of erlotinib in the treatment of JAK2V617F-positive PV and other myeloproliferative disorders.",COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2,2.7,Nephrotoxic,Erlotinib,0.15,g
268,4775,DB06819,Phenylbutyric acid,OBKXEAXTFZPCHS-UHFFFAOYSA-N,"InChI=1S/C10H12O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,11,12)","Phenylbutyric acid is a fatty acid and a derivative of [butyric acid] naturally produced by colonic bacteria fermentation. It demonstrates a number of cellular and biological effects, such as relieving inflammation and acting as a chemical chaperone.[A249035] It is used to treat genetic metabolic syndromes, neuropathies, and urea cycle disorders.[L386,L42105]",OC(=O)CCCC1=CC=CC=C1,,Nephrotoxic,sodium phenylbutyrate,20,g
269,3365,DB00196,Fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2","Fluconazole, commonly known as _Diflucan_, is an antifungal drug used for the treatment of both systemic and superficial fungal infections in a variety of tissues.  It was initially approved by the FDA in 1990. This drug is an _azole_ antifungal, in the same drug family as [ketoconazole] and [itraconazole]. Fluconazole has many advantages over the other antifungal drugs including the option of oral administration. The side effect profile of this drug is minimal. It has been demonstrated as an efficacious treatment for vaginal yeast infections in one single dose.[A174325]",OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.5,Nephrotoxic,Fluconazole,0.2,g
270,77993,DB00216,Eletriptan,PWVXXGRKLHYWKM-LJQANCHMSA-N,"InChI=1S/C22H26N2O2S/c1-24-12-5-6-19(24)15-18-16-23-22-10-9-17(14-21(18)22)11-13-27(25,26)20-7-3-2-4-8-20/h2-4,7-10,14,16,19,23H,5-6,11-13,15H2,1H3/t19-/m1/s1",Eletriptan is a second generation triptan drug developed by Pfizer Inc for the treatment of migraine headaches.,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,3.9,Non-Nephrotoxic,Eletriptan,40,mg
271,4463,DB00238,Nevirapine,NQDJXKOVJZTUJA-UHFFFAOYSA-N,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)","A potent, non-nucleoside reverse transcriptase inhibitor (NNRTI) used in combination with nucleoside analogues for treatment of Human Immunodeficiency Virus Type 1 (HIV-1) infection and AIDS. Structurally, nevirapine belongs to the dipyridodiazepinone chemical class.",CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,2.5,Non-Nephrotoxic,Nevirapine,0.4,g
272,11626560,DB08865,Crizotinib,KTEIFNKAUNYNJU-GFCCVEGCSA-N,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1","Crizotinib is a tyrosine kinase receptor inhibitor used for the treatment of anaplastic lymphoma kinase (ALK) or ROS1-positive non-small cell lung cancer (NSCLC) tumors, as well as ALK-positive anaplastic large cell lymphoma (ALCL) and inflammatory myofibroblastic tumor (IMT).[L42460] By targeting the echinoderm microtubule-associated protein-like 4 (EML4)-ALK fusion protein, crizotinib offers robust effectiveness in treating NSCLC in patients with this type of rearrangement.[A250785] Crizotinib was the first-in-class drug used to treat ALK-positive tumors. Second- and third-generation ALK-tyrosine kinase-inhibitors have overcome many of the pharmacodynamic and genetic resistance mechanisms crizotinib is prone to.[A250785] Crizotinib was approved by the FDA in 2011, and its use is accompanied by FDA-approved tests used to detect ALK and ROS1 rearrangements.[L42460]",C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,1.83,Nephrotoxic,Crizotinib,0.5,g
273,5719,DB00962,Zaleplon,HUNXMJYCHXQEGX-UHFFFAOYSA-N,"InChI=1S/C17H15N5O/c1-3-21(12(2)23)15-6-4-5-13(9-15)16-7-8-19-17-14(10-18)11-20-22(16)17/h4-9,11H,3H2,1-2H3","Zaleplon is a sedative/hypnotic, mainly used for insomnia. It is known as a nonbenzodiazepine hypnotic. Zaleplon interacts with the GABA receptor complex and shares some of the pharmacological properties of the benzodiazepines. Zaleplon is a schedule IV drug in the United States.",CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,0.9,Non-Nephrotoxic,Zaleplon,10,mg
274,129228,DB06201,Rufinamide,POGQSBRIGCQNEG-UHFFFAOYSA-N,"InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17)","Rufinamide is a triazole derivative and an anticonvulsant medication to treat seizure disorders like Lennox-Gastuat syndrome, a form of childhood epilepsy. Clinical trials suggest its efficacy in the treatment of partial seizures.",NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,0.835,Nephrotoxic,Rufinamide,1.4,g
275,56330,DB01340,Cilazapril,HHHKFGXWKKUNCY-FHWLQOOXSA-N,"InChI=1S/C22H31N3O5/c1-2-30-22(29)18(13-12-16-8-4-3-5-9-16)23-17-10-6-14-24-15-7-11-19(21(27)28)25(24)20(17)26/h3-5,8-9,17-19,23H,2,6-7,10-15H2,1H3,(H,27,28)/t17-,18-,19-/m0/s1","Cilazapril is an ACE inhibtor class drug used in the treatment of hypertension and heart failure. It belongs to the angiotensin-converting enzyme inhibitors (ACE inhibitors) class of drugs.  It is a prodrug that is hydrolyzed after absorption to its main metabolite cilazaprilat. It is branded as Inhibace in Canada and other countries, Vascace and Dynorm in a number of European countries, among many other names. None of these varieties are available in the United States.",CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,0.8,Nephrotoxic,Cilazapril,2.5,mg
276,657237,DB01073,Fludarabine,HBUBKKRHXORPQB-FJFJXFQQSA-N,"InChI=1S/C10H12FN5O4/c11-10-14-7(12)4-8(15-10)16(2-13-4)9-6(19)5(18)3(1-17)20-9/h2-3,5-6,9,17-19H,1H2,(H2,12,14,15)/t3-,5-,6+,9-/m1/s1",Fludarabine is a chemotherapeutic agent used in the treatment of hematological malignancies. It is commonly marketed under the brand name Fludara.,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-2.8,Nephrotoxic,Fludarabine,See Dosage Label Dosage Notes,See Dosage Label Dosage Notes
